New motor vehicles (55),Net purchases of used motor vehicles (56),Motor vehicle parts and accessories (58),Furniture and furnishings (parts of 31 and 32),Household appliances (part of 33),Glassware tableware and household utensils (34),Tools and equipment for house and garden (35),Video audio photographic and information processing equipment and media (75 76 and part of 93),Sporting equipment supplies guns and ammunition (part of 80),Sports and recreational vehicles (79),Recreational books (part of 90),Musical instruments (part of 80),Jewelry and watches (part of 119),Therapeutic appliances and equipment (42),Educational books (96),Luggage and similar personal items (part of 119),Telephone and related communication equipment,Food and nonalcoholic beverages purchased for off-premises consumption (4),Alcoholic beverages purchased for off-premises consumption (5),Food produced and consumed on farms (6),Garments,Other clothing materials and footwear (13 and 17),Motor vehicle fuels lubricants and fluids (59),Fuel oil and other fuels (29),Pharmaceutical and other medical products (40 and 41),Recreational items (parts of 80 92 and 93),Household supplies (parts of 32 and 36),Personal care products (part of 118),Tobacco (127),Magazines newspapers and stationery (part of 90),Housing,Household utilities,Outpatient services,Hospital and nursing home services,Motor vehicle services,Public transportation,Membership clubs sports centers parks theaters and museums (82),Audio-video photographic and information processing equipment services (parts of 77 and 93),Gambling (91),Other recreational services (81 94 and part of 92),Food services,Accommodations (104),Financial services,Insurance,Communication,Education services,Professional and other services (121),Personal care and clothing services (14 and parts of 17 and 118),Social services and religious activities (120),Household maintenance (parts of 31 33 and 36)
1.15200899128969,0.850755244260504,0.71126657921586,0.651356432984151,0.61126065500224,0.498423354694337,0.438969130557913,0.431978223563526,0.420107199768216,0.414181273133278,0.412759477438485,0.403422440927429,0.393631691111943,0.363288718929248,0.339373022720735,0.334346504559272,0.226438287479576,0.184409052808047,0.159554064752017,0.150370681214151,0.142792323911708,0.142334781221624,0.128173713079375,0.123241989270702,0.122231015084869,0.109941484415536,0.103070013988075,0.0976787965972263,0.0916410872369748,0.088237456800407,0.086897385522137,0.0715784993664315,0.0652341773837106,0.0616862164521873,0.0162959341644268,0.0110778774786787,0.00889473965097013,0.00533557427452684,0,-0.0103063564453369,-0.0157885449462677,-0.0332107091763752,-0.0396384969081972,-0.12587123560465,-0.140853167758996,-0.22433116888807,-0.276805526959945,-0.355105754932642,-1.17567697793196,-1.73563611491108
1.33646525190345,0.732153752287982,0.70637072746141,0.584893048128343,0.56175444682122,0.461251364388578,0.445037828215396,0.440440440440441,0.437723836052524,0.397207510832935,0.394392967450704,0.354211663066957,0.292830013626744,0.286079698438346,0.247670859423965,0.232218113012816,0.230722039956259,0.219941348973607,0.218426348598633,0.203382573324773,0.191802185916057,0.188854724215163,0.175938337801607,0.164014517029594,0.156502097450795,0.139979307406731,0.131532723871149,0.129097538423969,0.116359451951276,0.111642158360733,0.101119537739251,0.100682317496107,0.0916410872369748,0.0881567679210142,0.0548829390975669,0.0459981600735941,0.0453431372548977,0.041181315448872,0.0361983431840314,0.00266421558832164,0.00263782643101784,0,-0.00187856928163625,-0.00558316118586255,-0.0326610598513947,-0.110803324099729,-0.323112883266878,-0.345365418894835,-1.13192818110851,-1.60600506240727
1.19306731156792,1.10873766656495,1.02639720126059,0.67803370226344,0.630306518923588,0.561341310288799,0.547808764940242,0.488696691628869,0.459192223898105,0.433325157386966,0.423862845574748,0.351849408453179,0.309856795913236,0.300944967196992,0.292149656017345,0.288159273489345,0.280688012010836,0.279273887891485,0.278083363891946,0.263465314542792,0.243668610689459,0.220240844019748,0.219918316054035,0.215927035998583,0.213047311196002,0.175060767496634,0.174155346569134,0.168313303191514,0.161166538756715,0.124794372908273,0.0782042352481138,0.0761697497279649,0.0657614792464474,0.0549108613683809,0.0350133822333805,0.0327710510883428,0.00187846341691926,0,-0.00352883054555534,-0.036043355098588,-0.062469263793082,-0.0771798662835573,-0.101141453547178,-0.101788170563962,-0.122149837133549,-0.140760104564652,-0.190923101695306,-0.790192318865842,-1.12592592592593,-1.63106107614573
0.970402717127605,0.956072351421189,0.841852074564042,0.705520446718159,0.58947507080287,0.528663472658186,0.524558893657604,0.457721872816215,0.382767326329507,0.355091383812008,0.346762499211898,0.341284403669725,0.312271609859812,0.287408059428781,0.262812089356109,0.260754068170891,0.238837770732925,0.237882842699973,0.227660785429706,0.22491743537183,0.194386878082479,0.194348548778933,0.19040040921879,0.187638924973295,0.172279648771808,0.139285976101459,0.135193495690711,0.126348344270951,0.112925566171736,0.0841592242278052,0.0815778978282111,0.0650559705677844,0.0472210416961808,0.0322915546543401,0.015833432292293,0.00386081752811555,0.00230680507497342,0,0,-0.00702896391544157,-0.00722282412423484,-0.00829954233952564,-0.0503592155333799,-0.0611206335286515,-0.211852595194291,-0.283662260848572,-0.411408312829061,-0.649285785635804,-0.800327141021151,-0.971107302847181
1.75653140633685,0.955223880597019,0.89765408616144,0.732486188892367,0.724495148177288,0.693939393939395,0.646473072311138,0.626887787086106,0.50173990450757,0.47973956994775,0.437948212623855,0.406881174421825,0.388929402368306,0.307482063546294,0.29867333472251,0.286088925974489,0.283274816469836,0.282326369282893,0.279095040505828,0.261759085288501,0.218645170123917,0.177792593827264,0.173336347878513,0.171236839060514,0.158219772367688,0.139652614122373,0.138980323312121,0.138528138528142,0.114422914595484,0.110779943554988,0.108727167294872,0.103088695927996,0.0890441749335687,0.0681687502593379,0.0517843071034566,0.00720097933319212,0.00167552409632658,0.000943672206021873,0,-0.040866366979971,-0.053604278596057,-0.0718514686440204,-0.0743164335833065,-0.0913898353208357,-0.187259321874704,-0.242424242424244,-0.311783585511227,-0.834361595863449,-1.77296679905511,-2.5268036631673
1.19125444904481,0.945067926757237,0.823249355286645,0.77481840193705,0.690576240268411,0.633674180366461,0.462031720489094,0.421250416704548,0.419184495617619,0.41580041580042,0.397879737214317,0.32571032571033,0.318117925575205,0.313791282194679,0.306096951524237,0.305385896724042,0.286210773791273,0.279962455901872,0.243355747678516,0.241233738261393,0.233299531412593,0.232663715809789,0.225869066525501,0.193774509214858,0.181998021760628,0.171739826978534,0.170387631862486,0.169734952343648,0.160391048651953,0.141152657931184,0.122599100939924,0.102197240674499,0.100724978588403,0.0964817806497894,0.0812169500367554,0.0678157671658723,0.0442526828188979,0.0346290364470647,0.000965176434249611,0,0,-0.00091981934748168,-0.00375671512828912,-0.0286497259591475,-0.054414475874894,-0.0913898353208357,-0.16997800284669,-0.410640956971968,-2.13635302358161,-2.1623233791895
1.54918431945459,1.27214170692432,1.01553809164962,0.766915833414232,0.683568075117373,0.609037328094305,0.586510263929618,0.433674852279505,0.411473788328383,0.369063271284572,0.356756224781026,0.327236402466332,0.300773764765812,0.299513290902283,0.275061124694376,0.263223089310046,0.260663507109005,0.226273104009356,0.225448583177967,0.212539851222101,0.192524247157544,0.182972080763618,0.171653385455824,0.16949152542373,0.163731480372194,0.160336153038091,0.148209423361948,0.113423544617652,0.104638146688078,0.10381728158441,0.0735273323718181,0.0622620699469871,0.0554581020067409,0.0531863363390765,0.0470177324019364,0.034285215591671,0.0239820477242766,0.00753508524065083,0.00375735031656147,0.00289527780190646,-0.0172235618325874,-0.0549095213109974,-0.0913898353208357,-0.106985054187928,-0.108365843086256,-0.285283161220351,-0.424971568803493,-0.621238594447682,-1.59788912551399,-1.73090949896202
1.33141991549071,0.808636194274093,0.731542978149968,0.688692967613624,0.549160418206784,0.513854302541605,0.488063171950182,0.484174952882303,0.405252066785544,0.377580130894447,0.360831155903951,0.348229831688918,0.345950345950352,0.329160871580895,0.295523685354193,0.295197885559332,0.293128451973216,0.283687943262412,0.251273578411126,0.235138511279298,0.22466084852674,0.221933314948323,0.221545278316252,0.220825994374193,0.201791198366371,0.193030580107689,0.157506424604155,0.123275733809429,0.107199277815388,0.0876354365838106,0.0812215724496449,0.0603230904725693,0.0543860347274716,0.0359679884902449,0.0315656565656575,0.0198685066107984,0.00377458196505476,0.00375735031656147,0.00290191526407154,0,-0.0199399309579869,-0.0266771843699794,-0.0479165187761736,-0.0492164016709151,-0.0916410872369785,-0.235544142389092,-0.262534308460764,-0.447494760442561,-0.453563714902805,-1.92328782146186
1.26991639059788,0.966660681151617,0.584011488750595,0.56854653828519,0.489375274090024,0.42891433518278,0.426648217014036,0.415526502483021,0.379876796714584,0.354162283470087,0.342012712547997,0.314147873892071,0.31022521862328,0.306451612903221,0.303996303996305,0.280086180363185,0.270688321732404,0.25379139585268,0.226977950713358,0.212590910586763,0.179892571196919,0.171573673735496,0.168875032475964,0.156468152712915,0.132601373750226,0.11672095548317,0.114876507754162,0.113140901815771,0.108695652173914,0.0847605514421756,0.078895463510853,0.0544030329690859,0.0541193873685379,0.0444130940251345,0.0206624705957115,0.0199473887621426,0.000965148488093111,0,-0.00242583024039715,-0.0241021932995948,-0.0479955746453172,-0.0620952718885848,-0.0686180512473452,-0.0841690113748424,-0.0916410872369785,-0.0999083680647902,-0.109198530574865,-0.112907364639466,-0.114101617558223,-2.44896262109684
0.939931102137659,0.444269190325971,0.424002212185452,0.401720756626811,0.394058805698701,0.37589426458106,0.345821325648414,0.343147347470999,0.340857932986046,0.327466230045026,0.299484607884108,0.284817059811582,0.234205254098592,0.224910811230032,0.219105576995908,0.217438573602953,0.188390787591845,0.174787757722764,0.172958014441993,0.16561775422325,0.158876311180915,0.149836784930701,0.140310333443379,0.136054421768709,0.124549860558306,0.123499339422136,0.122100122100114,0.0833353365866207,0.0700581163920096,0.0688814708843299,0.0682965910807261,0.0444130940251345,0.0342499875454575,0.0239648059706591,0.0227272727272743,0.00781646930082166,0.00124652531069784,-0.00289502634474026,-0.00408596682673531,-0.0072233458537981,-0.0152704783477361,-0.038813283846395,-0.0492964058438646,-0.0905555851488882,-0.0916410872369785,-0.0960859121096521,-0.192277595188591,-0.211876377196452,-0.401361137771572,-1.9132832503306
